employee_id,return_id
ddb0956c-03a1-4395-b026-f47849cead58,f2b8294c-c111-408d-933e-a99bf3dbcf23
021fa51e-2275-4476-963c-2167b76926d3,26eecd9d-d065-4d9a-bbd6-fdcf460d0323
91c56975-ba2b-4b42-8320-872e4d665b35,6560b54a-013e-4ed9-8af2-60f3eac60c38
3658b7cb-f2f3-4577-8fa2-a6c360474a71,b8b02581-5e93-44b8-92de-f29b642f0d8a
63e8b106-05a1-4451-9712-6648db4d62a2,afc1cdf3-372a-465d-b344-5a489792635a
306c964b-229e-4ab7-acb7-24327bff4740,c27032ad-371a-4c93-962a-25c8eea6bc49
40870a8e-e4cf-41ba-b936-18f92d01b8d6,2dcfc4d8-4931-4ebf-a295-3e1d3edfcd83
9136c720-8a75-49d3-9160-599a5194d033,6cc9aee5-3b86-4420-8431-bc42bde8d27f
510b3361-5b9c-439e-a837-c8642f20bd6c,5cb46d55-3a03-4edf-8db6-f31717d8b660
ca1ab7b4-b61f-44f2-93d5-c2cf946bac90,b94fc345-f43b-46dc-9d01-8ee6af4b5ddb
83b7d046-d967-4665-9648-1e8a4f2c3cd9,d733f1c8-fbfb-42ea-a701-01d85e919cc5
10b758c2-3d1e-4398-ad58-a538030f1ddd,a809967f-c7f4-4e38-b797-edfc99fce00d
fb734814-82f0-401a-b305-2ea635b92c88,e3a15dce-6de5-47e9-b970-5fbef0096b55
7bbc060c-1c76-45a7-b768-62c67b15efe8,5d34eb21-697f-462a-99cd-11919a6a6a1b
91c56975-ba2b-4b42-8320-872e4d665b35,348e1d8b-948d-4d7a-ac8f-1bbdf25f1804
40acec5c-7f13-4b87-8156-e1b24b7aeb4f,99eb1b6a-d93d-48cc-8404-ef11e4e32005
4788d6c9-2c04-4e13-a171-e91807c4a48c,bc03a5c1-dd45-41a4-9059-e53c73f28d4e
31877688-800d-4270-b288-dd215d73dd3d,4eb56a14-a785-42f2-8a05-9f5992a0e134
26efbb37-8e12-4bb8-8348-26d8b01b285c,6096845f-2d38-447f-8cae-7334ef23a8fb
dc9356eb-4d2a-4622-9231-bcfa1e5b0a8f,1eeda592-18db-4b15-8b41-80150b688143
28687635-7948-470b-aef1-f9c0d1e82409,e74e5b86-735e-41b1-8eba-b1b484d3955a
