id,product_id,status_,employee_id,company_cost,description_,processing_started,processing_finished
0dab92d0-c8bf-4eeb-8ed9-2794c64b8e0b,1d16ae66-dc93-4ac3-803d-9348dabf55ea,In Progress,632396fc-0f15-41fc-af0a-0f4e124aa373,412.3,Odkryć stan czwartek lecieć.,2024-05-16 00:00:00,
71aaed8a-d63b-45fb-a3f9-9b3fdc50b775,4e8258d3-cb2b-411d-a923-ae42ac01459b,Pending,eac397c2-354a-4f2d-834b-43c6d6075511,386.01,Kierować policzek pozycja żona kuchnia składnik przyjechać.,2024-11-14 00:00:00,
891bb9be-99c1-49ba-abe0-f7d0c4db38b9,88f2f971-3baf-4cf4-8ee8-3df1fecfba79,Completed,b794b1ab-4ea6-453c-ae39-5b7d9b74b670,389.05,Sygnał król próba upadek.,2024-01-12 00:00:00,2024-01-22 00:00:00
d02306a7-0d93-4b33-ade8-17c97c444d39,5a04f647-9e33-4fde-ad39-a62bd3365af8,Canceled,647b7f97-d938-40bb-85a1-4b920c53f171,128.47,Związać zasada butelka wrogość.,2024-06-14 00:00:00,
9c1119e4-fbfa-4195-94a2-7e338315aa81,9c2f800b-ed38-4d27-b9db-4f5b804313c2,Pending,ca3e1019-9c5d-4f35-bbc7-802505d21a01,73.73,Wreszcie trudny pomiędzy tu drużyna odczuwać władca.,2024-09-29 00:00:00,
34a7294a-3a3a-43d6-afaa-a2a3880be7ab,91d5fb53-cfba-4d53-b43a-bdb917ba60ed,Completed,4cfd2a70-29f8-4ea6-8618-7e8deb01c119,169.6,Udział r. Australia przyjemność.,2024-01-31 00:00:00,2024-02-02 00:00:00
b158a026-94d1-45b1-aa5d-a20a76982a71,6597bd13-bc29-443a-b2fb-0263583cdd21,In Progress,df3daa2b-a156-4db4-bc76-404c6caffd7d,240.19,Zapomnieć drewno wybory podnieść projekt już łatwy.,2024-07-04 00:00:00,
7a2de0d0-f643-441d-848a-8e19ff8e1b24,0e74779a-03fd-40c4-8040-72ca1a62d24e,Pending,ad950f35-00f4-4745-aa0c-e7c4cde522e8,415.07,Widoczny oba my autobus wy.,2024-10-01 00:00:00,
a15960db-fabe-4a19-89c9-c6781b500f8d,7275ffbd-0b8b-4997-a230-32a3e1105bdd,Canceled,e84cd978-fd5a-45c3-8170-d8c61b8865fa,219.66,Wierzyć bez koza jakby staw natychmiast.,2024-01-15 00:00:00,
ab9fd814-65e5-42ea-b2bb-cebd02b02fe1,b9775316-a415-4c7b-a81e-c3e3bb842562,Completed,e84cd978-fd5a-45c3-8170-d8c61b8865fa,309.0,Klimat piwo brać armia osobisty wobec ślub powoli.,2024-05-19 00:00:00,2024-05-30 00:00:00
1c7fee36-9c6d-4e56-8bf1-d3cf5d06e6bd,1a9c2b82-882f-4b5e-8d6e-968a0a1a2291,Pending,092dab30-9b82-4357-aa60-cb09996440eb,470.38,Aktor milion mocny nazwisko sygnał.,2024-08-01 00:00:00,
55c2d208-3523-47a4-b12e-1d7eab2aedcd,5533683a-bb73-4792-8804-57c4f8bc773d,Pending,dc59c53a-aff3-4494-bb06-466414c2294f,326.99,Kapelusz prowadzić zatoka rzeka technika.,2024-07-15 00:00:00,
aa640f3c-fe3c-4d4f-95c4-25e6d8f41fd4,8c2dfd9e-8337-4d67-a17a-84a0cd1e7952,Completed,ad950f35-00f4-4745-aa0c-e7c4cde522e8,418.81,Dłoń wykorzystywać tablica.,2024-08-06 00:00:00,2024-09-03 00:00:00
876ce33b-4e7f-4c22-848f-6048e279c24a,792a2f50-5a1f-4bbe-afd9-c2400d7d5f05,Completed,d62491e7-63ca-4385-8f41-51ff35c3b443,112.43,Bo czynnik jednostka zwolennik zgoda dół społeczeństwo mieć na imię.,2024-12-18 00:00:00,2024-12-25 00:00:00
c5220513-9d69-49dd-965f-be19bafc07cc,dda841a5-d7b5-4c64-bdbd-f91b801f0800,Completed,958c6e8c-ac98-4261-951a-2f562797f19f,443.02,Wtorek potrawa leżeć dobro sam.,2024-09-04 00:00:00,2024-09-16 00:00:00
2425149a-9ed6-435a-911c-8c4309df468d,2738e3da-44f1-4f8d-8469-372904404eb5,Canceled,ed01c8dd-66bc-463e-b01a-ca3fdd1f3025,171.6,Szwedzki daleko sobota kurs.,2024-01-28 00:00:00,
2eb94316-d5a1-46a8-971e-a07ec680dbdf,513e470c-3084-4ade-9228-f02530dae086,Canceled,dc9356eb-4d2a-4622-9231-bcfa1e5b0a8f,474.0,Stowarzyszenie Kraków życie fabryka.,2024-01-18 00:00:00,
8adb9136-1bb1-4b02-8fdc-4eabc5490085,712f75ad-f158-4456-9e6a-047f880c9cc2,In Progress,ff4e0432-bb9c-4c64-866e-55086538fb55,123.83,Lina pić metalowy rower.,2024-11-23 00:00:00,
32c8bd5c-a2e9-4dad-a430-24c232ec36fd,6257b5d7-4fc5-4854-8783-0efd71e22644,Pending,863da919-b362-4dff-9067-842f125dac50,268.53,Płeć grunt urząd ilość.,2024-02-21 00:00:00,
0b1eed82-695a-4faa-8110-66c01d8ffa9f,3c050994-4ba8-428e-b837-fa17d2422182,Canceled,df3daa2b-a156-4db4-bc76-404c6caffd7d,253.44,Zdolność morze liczba atomowa polski ukraiński kot suma.,2024-08-09 00:00:00,
eb947eae-9cb4-43b9-a674-ab4d0d451bf7,4f6bd04d-d38b-4cb6-b6e4-fca7002d1091,Pending,0964e759-1024-4573-955f-9f563f621ef0,209.82,Średniowieczny europejski alkohol siedzieć nadzieja.,2024-08-26 00:00:00,
f7cdd547-26a9-4c4a-9c93-20191486661f,343a920e-1e00-4a9b-9d81-4f8cf7b09b82,Canceled,8a4058e3-e88e-422e-9c21-f714fcf12654,435.55,Niech marzec zmarły ryba obcy dawać większość trzymać.,2024-03-13 00:00:00,
d5bca9dd-243e-4614-a63c-6ffb32c6a787,bbf1ed18-8033-483b-8143-98f2c54f49f4,Completed,84d7b9aa-2687-40bf-884d-62e04f6cfdd9,378.14,Transport rola sukienka delikatny.,2024-04-29 00:00:00,2024-05-06 00:00:00
92732f6b-3696-4598-8ce2-c553810d2a34,aaa1e772-448e-47e9-8a73-597b8f960e1f,Canceled,d62491e7-63ca-4385-8f41-51ff35c3b443,319.35,Kapelusz Jezus 6 świecić duch gleba.,2024-10-27 00:00:00,
85ed2abc-3609-45c4-bfb6-f3b88611520a,a7a3b558-848b-4ddc-9254-524e37aa942d,Completed,679b60ed-e6d4-4cbc-ae3d-439619ab9812,357.31,Wprowadzać koszula cebula 100 drzwi moc zajmować.,2024-12-13 00:00:00,2024-12-17 00:00:00
24fd1f82-ebb9-4bf0-8ef0-e3145a3c1f35,00faced4-237a-49e6-bcfe-36a143fe1bb3,Pending,d986f329-45df-4c73-af7b-b2b9f3d65711,497.59,Kobiecy klasztor trawa samiec zbiornik pomieszczenie.,2024-09-02 00:00:00,
5fab623a-bafd-4940-af0d-ec18da285f25,8bac022c-1e2c-491c-bb38-17b2138a6f00,In Progress,9136c720-8a75-49d3-9160-599a5194d033,379.89,Wierny pieśń jedzenie wstyd.,2024-04-07 00:00:00,
231f168f-ee51-4eeb-a32e-ec3b3a2975a4,7c8aaab4-06ce-4bd8-b846-c64630b4ce70,Completed,0c47970b-0723-4bff-964c-cbc244681a16,305.0,Głównie odczuwać dzisiejszy dokonać ser zdanie.,2024-07-08 00:00:00,2024-07-16 00:00:00
be2bd0a3-1334-4502-bae5-11f4ba60a493,93d42a76-cb53-4978-a28a-2f730d029d1a,In Progress,6d49f060-780c-4b4b-a020-04ac86052d77,484.7,Los wszelki psychiczny ulegać trawa że pojemnik.,2024-12-10 00:00:00,
f2abd3a7-b49d-4a60-857b-da37704d5bb0,9ff4773a-e404-4864-89a5-52b446d55fe2,In Progress,ca3e1019-9c5d-4f35-bbc7-802505d21a01,340.35,Na lot miękki przemysł bohater różny.,2024-01-31 00:00:00,
a17ee7c0-3fe2-4e69-83b0-ff92ce8c5d23,3391ab3c-4cca-4c6b-a911-37d77c18557f,Canceled,3db99ad2-8fa7-4f79-862a-9c1c521b5120,264.05,Inny wojskowy Białoruś oddawać różowy umieścić środowisko podróżować.,2024-08-07 00:00:00,
7fb28eeb-23bb-4679-b3e8-6810c14ebdfa,e6a17894-5ae3-4caf-8bae-494ec9911a16,In Progress,958c6e8c-ac98-4261-951a-2f562797f19f,368.73,Sąd rezultat dziadek rachunek ile.,2024-09-29 00:00:00,
dd467c61-8bed-421f-ac17-350f002cd329,f607aa45-5597-4951-bd31-d155b07c3e0b,Canceled,329671ad-eec6-467f-b63e-e2447065b499,340.41,Doskonały dobro gleba czyn.,2024-11-05 00:00:00,
0745577c-2627-4f29-b3b2-abee28e9775f,7e8d4166-01dc-49cc-a8fb-e85fe108da7f,Pending,632396fc-0f15-41fc-af0a-0f4e124aa373,493.39,Związek 9 tam teraz okno własność potem kawałek.,2024-12-03 00:00:00,
0f2fddb7-3b9d-4461-bfec-1b430695a106,21cdfc13-5a09-41c1-bdb5-3cc4b7edb9dc,Completed,4788d6c9-2c04-4e13-a171-e91807c4a48c,185.7,But okoliczność niebezpieczeństwo koza piętro.,2024-10-27 00:00:00,2024-11-02 00:00:00
61accb42-3ff0-4605-ab22-4235ba36fe25,df55d494-003f-4c00-a6fd-4c1eaaa25067,Completed,4de9f1fa-7d40-456c-b756-7f96dfd81513,427.83,W lecieć graniczyć kolor jedenaście pierwiastek chemiczny.,2024-06-28 00:00:00,2024-07-23 00:00:00
2bfc0424-4205-4941-bf46-474ff92bb5ab,aff15f68-a42f-4df9-8c6a-3692c0fe5fe4,Completed,4eaa6db2-95e6-4a7d-a3bc-6a3f090b883f,302.62,Jezioro jeździć ochrona wiatr użyć lecz.,2024-04-14 00:00:00,2024-04-17 00:00:00
965f45bf-425e-4b63-9940-b101a7c31447,e1d399e4-d674-4d8b-88a3-8e03d6a71818,Canceled,55230e34-4dec-4958-bd74-ff4cfcadaa23,211.38,Pasek pisarz opisać kto zmienić treść blady.,2024-08-17 00:00:00,
ec5fa0ec-b099-4cb1-bb31-083b733835c5,d285733e-9357-4aaa-bfea-697a4b046508,Pending,f0e40b16-ae4b-43ba-8f69-1da709f804cf,170.6,Oznaczać świat kino bok znosić północny.,2024-03-12 00:00:00,
859596c0-9a96-4f42-af6a-7c64a1211ad5,b04c7ce2-602f-4df8-9641-a6c9427d3737,In Progress,2d03311d-2f47-453b-a2fa-637147c11548,245.89,Stawać Się siedziba piasek prezydent wyrażać.,2024-11-30 00:00:00,
89f8e4b0-d262-4be2-8d4b-94d2de24071b,a38f2d8c-fec7-4925-b4e6-f4aa47385075,In Progress,dd15b45a-0d3e-4c92-9477-0adee7954259,126.37,Tu przez uprawiać wzrost prosty gość dorosły.,2024-10-01 00:00:00,
5a8f39c0-0877-4738-9765-308438b380f2,a2f81589-7cae-4e8d-9af8-d6970264de73,Pending,ccfdd31e-0eda-420e-89a2-10a499923d05,277.17,Opieka głupi kąt jądro kościół.,2024-03-13 00:00:00,
b32d6d53-73a2-4cb9-8877-da68d3544f87,64d873b2-337c-4002-b35a-f2a2a21fe402,Completed,b794b1ab-4ea6-453c-ae39-5b7d9b74b670,261.13,Arabski chłopak kościół fizyczny.,2024-11-13 00:00:00,2024-11-24 00:00:00
c9652d2f-c5ac-4d56-a233-dedc9c7322c3,0c12d714-0efc-4da6-a66d-724526dac208,Canceled,0c3bc807-f0f8-4adf-83ce-16c8c447c8a6,194.39,Te łyżka papież północny żart materiał w ciągu.,2024-07-28 00:00:00,
b4b6a2b1-846d-4570-98c7-551c1e92a572,00606c65-2500-415f-95bf-28cff2cd71ba,Canceled,510b3361-5b9c-439e-a837-c8642f20bd6c,199.85,Mocz towarzystwo tył wyrażenie przyjść szkoła grupa.,2024-09-04 00:00:00,
90816774-c476-43ca-b74c-122fae49e97b,ae8a3cff-ca25-413f-8c13-aa9fe14679fe,Canceled,80cb4cd2-65ea-443b-b859-728cd05aa4c9,413.66,Banknot żyć komputerowy ci publiczny.,2024-05-02 00:00:00,
