id,name_,catalogue_price,category,material_id,introduction_date
0940c5b9-c527-4f8e-89ef-7ccc2fdbc915,Practical rubber tuna_54,10,Flooring,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2012-11-12
cea4873b-9c25-4e18-8581-f9036ad2c304,Metal cheese_155,10,Kitchen,def3f845-9a93-42d0-b030-743c09d19df2,2020-01-27
cab7cd65-3bb0-4211-bbf9-b0f50425960f,Tasty tuna_128,10,Outdoor,def3f845-9a93-42d0-b030-743c09d19df2,2014-08-17
ab032f04-64c9-4689-ac1e-f91a7742c24b,Frozen towels_897,10,Outdoor,07854133-6018-4ee0-80b1-8cc1c6940278,2001-01-06
4788bfe4-2384-47e6-9e81-9eab747fd301,Steel chicken_688,10,Flooring,07854133-6018-4ee0-80b1-8cc1c6940278,2002-04-14
916aaf53-f895-4ae1-a597-48377cf36a88,Refined chips_358,10,Kitchen,66b22411-e413-4499-9673-fff781d83835,2005-07-10
87139429-5f6e-4168-995a-43fbf7aab15c,Wooden shirt_983,10,Storage,07854133-6018-4ee0-80b1-8cc1c6940278,2006-11-29
ab41e0c4-63d8-4e8f-8a93-b765d88d1a28,Tasty table_133,10,Flooring,def3f845-9a93-42d0-b030-743c09d19df2,2004-10-29
da0413a4-1901-4538-8e34-d237677687e8,Cotton keyboard_426,10,Storage,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2003-11-20
2b292d97-61bc-469c-bc62-32b3c1a483bd,Ergonomic plastic mouse_32,10,Kitchen,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2004-03-21
4dad8d37-4cca-4316-a828-c035611ef568,Sleek chair_966,10,Outdoor,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2009-01-19
016e5c9c-d81e-44bb-bbb8-8cdb924fd059,Handcrafted table_330,10,Tools,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2020-05-13
25f615d9-3d68-40b6-8090-7161ecdfd2b0,Handcrafted plastic ball_444,10,Flooring,def3f845-9a93-42d0-b030-743c09d19df2,2012-12-16
28770ff4-2514-4ee3-8585-7b4db1e1cfa6,Granite salad_895,10,Tools,66b22411-e413-4499-9673-fff781d83835,2000-03-15
f0945bcc-eeee-44be-9cd3-b97a0f0ddb48,Practical frozen mouse_879,10,Tools,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2017-09-19
90bc4754-2d06-46d8-a1b7-42a7d942de91,Gorgeous concrete gloves_875,10,Kitchen,07854133-6018-4ee0-80b1-8cc1c6940278,2006-03-04
7bd1014c-fe9d-4fc5-9d9e-c669be6971bd,Computer_719,10,Tools,66b22411-e413-4499-9673-fff781d83835,2022-02-07
e4462cd4-d476-4a11-a1dd-ba7a1842d183,Metal chips_415,10,Flooring,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2018-11-18
c67ea449-849b-499f-a7c8-849d0068633b,Ball_508,10,Outdoor,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2013-09-09
7953e1a1-8871-4775-9d62-060e3f81e77a,Tasty cotton gloves_841,10,Storage,07854133-6018-4ee0-80b1-8cc1c6940278,2022-09-16
f5c24f4a-33c7-4dcd-a58f-3e99ad3f2cc0,Shoes_222,10,Flooring,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2002-09-03
fb0a4e08-3c4a-4ca3-904e-4ad7a87043a7,Small towels_906,10,Kitchen,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2014-08-23
7c75bea2-3b68-4d76-a04c-b6fd1a7abe7c,Incredible ball_61,10,Storage,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2015-03-27
d9c37762-9811-4d9e-8e61-84a481e62363,Granite pants_157,10,Flooring,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2012-07-06
99ee24fc-37dc-4ec4-8251-e803b97a24f8,Shoes_97,10,Tools,def3f845-9a93-42d0-b030-743c09d19df2,2008-09-08
d4c51892-05d1-445e-b69c-d49226d00bff,Wooden bike_439,10,Kitchen,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2000-06-18
7207d53f-bb01-46ff-a3f2-3b3f74f1b90c,Sausages_20,10,Kitchen,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2000-11-08
f2f9bbe0-d03e-4ca7-bb66-8374cb334847,Sausages_231,10,Kitchen,66b22411-e413-4499-9673-fff781d83835,2021-07-08
ba53aebe-bae6-4b25-bf53-68380c95e9ab,Steel table_780,10,Kitchen,07854133-6018-4ee0-80b1-8cc1c6940278,2007-11-30
049f977e-c11c-4393-8f63-4f157aad71a2,Soft chair_62,10,Flooring,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2012-06-05
612238e7-a2d9-4cac-bf86-1b94512c8be1,Chair_681,10,Plumbing,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2015-02-11
f82702c2-da13-4242-8dcd-6087099f6aa7,Shoes_13,10,Storage,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2012-04-26
5e3afdf6-2854-4a7b-8158-7f88b9ade1f0,Ergonomic mouse_396,10,Plumbing,db42dad7-8dba-4375-9b0f-2a9e917d1adc,2004-01-07
6c291f26-cc61-4008-9f19-830078de940f,Gently used bike_513,10,Flooring,07854133-6018-4ee0-80b1-8cc1c6940278,2004-02-14
2c3ef7dd-b656-4352-aed3-44c02c201b99,Metal table_87,10,Outdoor,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2019-08-28
928ff212-5560-4591-a3ec-bd50c4566414,Pants_513,10,Tools,db42dad7-8dba-4375-9b0f-2a9e917d1adc,2014-01-23
dfb66e7b-1baf-4a3e-b501-1411c6b4d92a,Handmade rubber computer_94,10,Flooring,def3f845-9a93-42d0-b030-743c09d19df2,2005-08-21
a39c1cb5-9f9c-4165-8ae4-88e0f8444dc8,Wooden table_967,10,Outdoor,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2011-02-16
7e9f0cf2-feac-47f1-83c7-4d7ed5e6b033,Metal table_457,10,Tools,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2022-04-06
43070376-df2a-4a91-baea-1258f3d66beb,Steel pizza_904,10,Plumbing,def3f845-9a93-42d0-b030-743c09d19df2,2013-09-16
ae06d8b5-6278-4687-9e66-7b52a7d29648,Tuna_217,10,Outdoor,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2020-01-03
a1dbf501-0f82-47b4-a5ff-3f737c6798bb,Fantastic pizza_492,10,Tools,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2002-03-12
a21ce974-8ff5-4e66-b635-47b96e57f400,Rubber ball_641,10,Flooring,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2002-03-21
b558db00-6387-4f7b-8916-12afb05dff33,Cheese_717,10,Storage,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2010-05-15
8679bd99-da33-4d18-87f9-249f2568d232,Rustic concrete hat_126,10,Outdoor,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2005-04-16
8a825e99-933a-4c17-bd1f-6545b5b16eb8,Shoes_585,10,Outdoor,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2002-07-09
3fa3f09e-ce81-4627-933a-c040b22f63c2,Licensed chips_669,10,Flooring,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2009-09-29
bea4846a-a96a-42c3-b128-09700b4edc75,Frozen car_173,10,Kitchen,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2009-07-07
421f8698-54d1-41c7-85f1-f1b0e4d8d174,Steel chair_934,10,Tools,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2005-01-01
a131a06c-5ea2-4c6d-b296-b8a9814cca4a,Awesome keyboard_892,10,Tools,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2011-01-20
3da7053d-6d5c-47ff-b95a-b9071b88e9ae,Sleek mouse_250,10,Outdoor,def3f845-9a93-42d0-b030-743c09d19df2,2000-02-06
a7c93bba-5b44-45eb-905c-4574b0c8fc2a,Steel shirt_588,10,Tools,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2008-05-18
749a044e-2fb2-436a-b566-4fdff711a426,Gently used granite tuna_963,10,Tools,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2008-05-05
a4742c46-00c3-4344-b421-46f377fdf3ab,Salad_788,10,Kitchen,def3f845-9a93-42d0-b030-743c09d19df2,2018-07-15
23e5a980-1b4e-4b28-b049-1af9db9bab7c,Cotton bacon_110,10,Outdoor,66b22411-e413-4499-9673-fff781d83835,2014-06-28
c4ba1899-ca6e-4108-9ffd-8b63cf34f869,Tuna_487,10,Kitchen,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2019-06-13
dbdfba56-5f69-485f-89e2-2ab06a1b8637,For repair cotton ball_885,10,Plumbing,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2005-05-25
4cc69a6b-351e-4d08-9023-2bdf3a5c6612,Awesome plastic cheese_818,10,Storage,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2009-11-12
138c660a-cbc0-405d-a6cc-3e62a4066f42,Intelligent gloves_365,10,Tools,66b22411-e413-4499-9673-fff781d83835,2017-12-20
59083bc6-c836-4561-a003-372357665a86,Used frozen chair_534,10,Tools,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2017-08-18
2d2ae299-3c1b-486a-82df-036cafd64de9,For repair frozen bacon_577,10,Plumbing,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2022-10-27
e1bb71d7-fe3d-4a29-b8ba-f79cb4b12a88,Granite soap_308,10,Flooring,07854133-6018-4ee0-80b1-8cc1c6940278,2016-08-20
8ee3c5f9-48f0-47da-ada3-8de6597b3219,For repair fresh table_761,10,Outdoor,07854133-6018-4ee0-80b1-8cc1c6940278,2021-06-28
4932137d-ec9d-4d21-b0a2-b8e366d68bdf,Rubber table_479,10,Kitchen,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2012-06-23
5a8b4190-99e9-4fe8-8392-6cca91c9ccfd,Ergonomic car_761,10,Storage,66b22411-e413-4499-9673-fff781d83835,2018-04-06
ff2fa570-928e-4958-889a-1305093033ee,Mouse_176,10,Plumbing,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2020-06-02
04c52a04-9f4c-4e7d-9b4c-23371ed03b3d,Used sausages_786,10,Plumbing,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2012-06-15
13865cc5-39b6-4eb3-8c53-cb599fa2dca5,Rustic rubber cheese_376,10,Plumbing,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2012-11-28
7975df99-2d86-4dad-9bb4-85c085ed7e10,Gently used ball_563,10,Storage,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2005-02-18
687d820f-b23e-4785-8c4e-79a40ceda17c,Ergonomic ball_888,10,Storage,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2019-11-04
f5460013-f625-4780-bd21-849a5882f360,Metal sausages_478,10,Outdoor,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2003-09-12
1b50eb88-1b9e-463b-8591-74b311f8e2fa,Salad_679,10,Storage,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2010-01-16
61803e79-480f-4077-a5f8-2a6615b07039,Chips_503,10,Kitchen,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2016-12-01
792a63fa-5714-443a-9f26-43a4efbcb60b,Metal cheese_431,10,Outdoor,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2006-11-04
eaa75707-53de-437e-a2e2-b174df983595,Bike_501,10,Storage,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2020-09-10
7ffa210c-c108-4c5f-85bd-9d60f0ba6b55,Gloves_447,10,Flooring,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2009-04-30
d206a3c1-30d7-4e1a-a189-1bc0133feed8,Hat_305,10,Plumbing,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2010-10-29
6e02914e-ff86-4803-8ec9-acc2ad99567c,Ball_534,10,Outdoor,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2014-10-28
32e08186-ae53-448a-bb7d-cdab386050e3,For repair granite chips_759,10,Outdoor,66b22411-e413-4499-9673-fff781d83835,2003-01-07
160d3476-1bba-4dd5-bd15-bf7254c7fcc8,Chair_226,10,Outdoor,def3f845-9a93-42d0-b030-743c09d19df2,2012-07-06
60950f2a-adce-48f0-a9b5-a6088782c6ef,Tasty chair_290,10,Outdoor,a54ae1cc-c4a5-4419-b6f8-38c7c77bc236,2009-09-10
266c1335-2f4b-419f-810d-5e46aeb5e3bc,Cotton gloves_995,10,Plumbing,7ec67785-b38f-458d-b2d2-872cfd1dc0b0,2015-09-05
bafea2e9-0db4-4daf-8ccc-2762f40da0e6,Rubber towels_475,10,Plumbing,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2016-03-16
d07136cd-7d46-4fea-ba39-ad36c8525cc5,Cotton chair_919,10,Kitchen,07854133-6018-4ee0-80b1-8cc1c6940278,2012-01-24
f21a07b3-4bbe-42a7-9212-5051482c4072,Tasty cheese_59,10,Storage,db42dad7-8dba-4375-9b0f-2a9e917d1adc,2015-12-31
d641b6d1-0884-47aa-9b57-1bcab0db0060,Practical gloves_865,10,Plumbing,07854133-6018-4ee0-80b1-8cc1c6940278,2012-01-15
a029c2a3-b663-41b6-b42b-8ca8bdb41ef4,Frozen towels_308,10,Tools,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2002-01-18
4c10d085-4168-4c2a-bb0f-9b8004e595f3,Concrete pants_683,10,Plumbing,07854133-6018-4ee0-80b1-8cc1c6940278,2019-02-05
da4dad1b-3c04-44d6-8728-9be31bafbbf7,Fantastic frozen ball_995,10,Flooring,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2013-05-03
614bd350-aae9-4cbe-82a4-04d93e37675b,Soft pizza_350,10,Outdoor,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2000-01-15
c9420c27-3acd-41c6-a36e-70e09e0791c3,Ergonomic cheese_929,10,Kitchen,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2004-10-26
0a9978a3-810e-47b4-9ad0-9b30ccf906e0,Tasty steel chair_940,10,Plumbing,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2010-10-29
093d1225-2a90-4ebb-b528-895240b25497,Keyboard_571,10,Flooring,07854133-6018-4ee0-80b1-8cc1c6940278,2004-02-12
c13f87fe-050e-4822-a09c-12c2c6cc6ba1,Ball_450,10,Outdoor,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2006-08-16
cc28db71-6a3f-4045-8d3a-c5a7013b1e51,Concrete towels_714,10,Storage,db42dad7-8dba-4375-9b0f-2a9e917d1adc,2004-09-28
83feb71d-8e71-47e4-b66d-37e2f8134014,Sleek granite soap_143,10,Outdoor,80168091-e8ab-4e2b-9fa6-5835f2fad14c,2000-05-31
67e529d7-b404-472a-918c-b499f78716a1,Metal soap_974,10,Outdoor,c28f2ea7-f2ad-42e2-8bdb-7f25cc6a6f56,2006-08-20
2feab21b-364a-4ca5-85a0-e2786903f548,Intelligent table_901,10,Flooring,07854133-6018-4ee0-80b1-8cc1c6940278,2022-12-08
f146a635-dab2-4f14-9af6-3d3c64f072e4,Wooden shirt_170,10,Kitchen,a19e1340-a5b6-4d01-ac3d-f3666cd06942,2000-10-04
