id,return_id,issue_date,resolve_date,complaint
800b0442-bbac-40ad-8fcc-ad47f56062e5,8dbc9c6f-2cae-4350-847d-53dece89b51e,2022-06-04 00:00:00,2022-06-07 00:00:00,Trzydzieści leżeć nóż słońce most Jezus.
e314e373-e68e-494d-bf17-eb19d8b78a25,48792fcb-c970-4856-9c62-03856299cce6,2014-03-17 00:00:00,2014-03-22 00:00:00,Czuć starożytny całkiem łatwy wiersz maj.
44888043-c013-48da-b159-3a07766840fe,e837ffee-2760-498e-8956-cfcdbe587efc,2001-12-09 00:00:00,2001-12-15 00:00:00,Słowacja córka ciało dolny przemysł wcześnie znowu.
2e0c1144-5d2f-4d38-a483-cf386f5fb104,99fe4174-8dfb-4300-b735-d7b5bfef905d,2021-06-25 00:00:00,2021-06-28 00:00:00,Amharski ani przestępstwo bo.
d819dfb6-1b40-4314-bd3d-a9700c83dc71,25a02f32-43ea-434e-b295-74331f726ac0,2009-12-26 00:00:00,2010-01-03 00:00:00,Odkryć zamieszkiwać nadzieja pasmo wartość po.
f00073f7-111c-40a6-a67c-4f17a8a83a7d,63fbbe19-e52f-4f03-8eb7-1e75758d712d,2014-02-13 00:00:00,2014-02-14 00:00:00,Obwód kawałek amerykański pojedynczy Boże Narodzenie styl ilość.
acd66f3f-4fc0-41bc-89a2-f0ebc9030b2f,8716161c-fead-40a3-84c9-6ae8b0dd370e,2000-12-09 00:00:00,2000-12-11 00:00:00,Kościelny twarz narodowość jazda naukowy.
6f900c38-428c-49b9-a506-fa911f67e86c,232d606a-4129-4e75-81b8-0a1155d177c6,2017-01-05 00:00:00,2017-01-09 00:00:00,Dane tor brzydki pisarz.
88677805-504e-4b86-aad1-a89b82d94d0f,046a6572-7703-4022-8edc-6648a6eb3488,2012-04-20 00:00:00,2012-04-26 00:00:00,Pokonać piętnaście modlitwa bank oraz danie uniwersytet.
8088a6eb-bd34-4e36-8c08-e72a6c0e74d6,54141070-6da4-42a0-a482-f9eb550a0edc,2003-03-23 00:00:00,2003-03-28 00:00:00,Zapach złożyć jednak zwierzę.
72679873-6d61-4106-a011-620351f405af,6477d9e9-5713-405f-953a-699186d7f3ae,2013-04-09 00:00:00,2013-04-10 00:00:00,Flaga posiadać rodzic cześć bułgarski obowiązek.
20df1aa3-d729-4a8e-896b-04c0c70caa32,804202a6-5c82-41e4-be95-abfd864b2e50,2016-05-25 00:00:00,2016-06-01 00:00:00,Umożliwiać dusza za odczuwać.
53bcef5f-ec12-4608-a60b-771b69d9dcff,99fe4174-8dfb-4300-b735-d7b5bfef905d,2007-10-27 00:00:00,2007-10-29 00:00:00,Most chrześcijaństwo anioł znajdować powstawać przygotować cena przynosić.
d08c2e89-e5b8-4753-93ba-c96c97c16cd4,a1915015-8e4d-429f-bb56-e3e39b7eada8,2007-03-13 00:00:00,2007-03-18 00:00:00,Pięćdziesiąt pracować powstać łąka opłata.
0fe2ee8e-bad9-47c1-a712-ca67412d6dc8,00607502-5e66-4f15-b0f8-27c4b89aac92,2002-04-27 00:00:00,2002-05-05 00:00:00,Dziecko przyjąć określony dyrektor świadczyć chęć.
304e1603-8379-44ce-88f5-bdd4bcebc2cb,520a979d-3eca-458c-9731-83f31f3ceff5,2013-09-19 00:00:00,2013-09-28 00:00:00,Byk jeszcze charakterystyczny gość kilometr Austria.
96578ae0-feb6-401a-8489-df16ba2056a9,d3ee76a1-1d52-4951-b489-b1fa43b62145,2004-03-04 00:00:00,2004-03-12 00:00:00,Określenie dokładnie pies zdolność na zewnątrz usuwać.
63b59969-aac6-4453-8570-1f85c23fc850,9c6e2bfc-18ec-4bd4-811b-7db8c50fdd98,2018-09-11 00:00:00,2018-09-18 00:00:00,Ryba umowa Azja przyjąć kamień minuta bogaty.
dde0ca73-75f1-4d01-b8de-0bca236cd089,946f4e8c-73ad-4689-b88d-30445e12eb59,2013-07-16 00:00:00,2013-07-21 00:00:00,Powietrze żyć wujek – temu zająć określenie hotel.
81134040-9b28-42b3-8b77-cddb6cda2500,d3ee76a1-1d52-4951-b489-b1fa43b62145,2006-12-11 00:00:00,2006-12-15 00:00:00,Często jej ryzyko ze.
639cef3b-462a-4599-ad24-6023c3e971df,8a1b5894-1d5d-4880-9d21-bd5f79486833,2005-01-05 00:00:00,2005-01-06 00:00:00,Wybierać plan niski minuskuła ?.
4866a1fe-8005-4ece-8f66-152b7d5dd921,9039e8c7-11c4-4a3c-b8f5-b916736352ff,2011-06-27 00:00:00,2011-07-01 00:00:00,Jezioro wysokość opowiadać nóż odpowiedni Ameryka przedstawiać organizm.
17fa4412-4772-41d3-b923-fdf12b444ee4,a64e95c4-b91b-4654-a3f9-30ba0f9e2f4a,2006-12-26 00:00:00,2007-01-05 00:00:00,Fabryka biały bogaty oba.
efbf1d4d-561a-4143-b443-f4855aed51a3,da061534-f1a2-439d-b3d1-ffd40985073c,2003-08-07 00:00:00,2003-08-17 00:00:00,Wyścig ulegać przybyć odzież trwać chrześcijaństwo podać.
0e9faa17-c910-4649-9b82-56c313383f21,7d9ba7d8-25aa-452d-8afe-5b275c82d518,2004-05-25 00:00:00,2004-05-27 00:00:00,Polski trwać badanie odpowiedni suchy.
56c2aa25-168b-4965-a732-b9bf0fadb8f8,46b607fa-b69b-41fa-af55-9ec1d8ddafc4,2011-05-13 00:00:00,2011-05-18 00:00:00,Światło około rok.
1d710659-4f82-4c47-90fb-b281d0801329,ddd5ec42-99f4-4e39-887d-bad2a2cf1617,2018-10-14 00:00:00,2018-10-15 00:00:00,Lustro dwudziesty lód umiejętność zbyt.
